profile_name,fold_id,experiment_id,feature_set,model_type,target_type,postprocess_type,train_corr,val_corr,train_mse,val_mse,train_r2,val_r2,daily_corr_mean,daily_corr_std,rolling_corr_mean,rolling_corr_std,rolling_corr_min,rolling_mse_mean,rolling_r2_mean,stability_score,train_val_corr_gap,runtime_sec,random_seed,notes,train_start,train_end,val_start,val_end,n_train_days,n_val_days,status,error_msg,best_epoch,n_epochs,train_curve,earlystop_curve
sweep_cert,0,20260603_xsection_raw_2fold_2seed_zscore,raw_channels,xsection_raw,raw,none,0.12520673507610852,0.08552326604643233,2.3257938474000413e-05,1.9885528776591466e-05,0.015676726607878555,0.0061244059753209346,0.08169811028243189,0.028977238955231428,nan,nan,nan,nan,nan,nan,0.03968346902967619,291.0817573070526,42,fp=554e5938499ad387,20230601,20230926,20230928,20231102,82,20,ok,,2,7,"[0.272532, 0.261348, 0.253708, 0.245484, 0.238546, 0.23263, 0.227559]","[0.270683, 0.267142, 0.267363, 0.270637, 0.272686, 0.276379, 0.276114]"
sweep_cert,1,20260603_xsection_raw_2fold_2seed_zscore,raw_channels,xsection_raw,raw,none,0.14311915184169904,0.08184722313044382,2.196709807025528e-05,1.4995631490520006e-05,0.020483091707766965,0.004205807924907656,0.08535309228422107,0.03263038947574343,nan,nan,nan,nan,nan,nan,0.061271928711255225,424.98123812675476,42,fp=554e5938499ad387,20230601,20231101,20231103,20231130,102,20,ok,,3,8,"[0.271514, 0.26053, 0.253594, 0.246648, 0.240021, 0.234327, 0.229502, 0.225469]","[0.271888, 0.270019, 0.269829, 0.273507, 0.274983, 0.275804, 0.278512, 0.279313]"
sweep_cert,0,20260603_xsection_raw_2fold_2seed_zscore,raw_channels,xsection_raw,raw,none,0.1462186097979055,0.08678574443465034,2.3123182302280217e-05,1.9901847487925653e-05,0.02137988195011553,0.005308799354888816,0.0917417913084432,0.028010625382964796,nan,nan,nan,nan,nan,nan,0.05943286536325515,335.72762417793274,43,fp=554e5938499ad387,20230601,20230926,20230928,20231102,82,20,ok,,3,8,"[0.272404, 0.261322, 0.254276, 0.247761, 0.241373, 0.235907, 0.230872, 0.226714]","[0.268299, 0.265839, 0.263528, 0.268097, 0.272257, 0.270738, 0.274378, 0.274325]"
sweep_cert,1,20260603_xsection_raw_2fold_2seed_zscore,raw_channels,xsection_raw,raw,none,0.12841246765290645,0.08989239347600281,2.2056654326046355e-05,1.4954765023011785e-05,0.016489761932930502,0.006919570997909186,0.0867895095137011,0.026256155292429462,nan,nan,nan,nan,nan,nan,0.038520074176903646,374.9824686050415,43,fp=554e5938499ad387,20230601,20231101,20231103,20231130,102,20,ok,,2,7,"[0.271816, 0.261017, 0.254102, 0.247351, 0.241311, 0.235883, 0.231524]","[0.273297, 0.268483, 0.268667, 0.271754, 0.273928, 0.274297, 0.277428]"
sweep_delivery,2,20260603_xsection_raw_2fold_2seed_zscore,raw_channels,xsection_raw,raw,none,0.11590652292382306,0.07916861094488724,2.1713600414527765e-05,1.7143089980012138e-05,0.01343432212758433,0.004797347643581751,0.08468662093456875,0.039862778106767596,nan,nan,nan,nan,nan,nan,0.03673791197893582,479.1635341644287,42,fp=554e5938499ad387,20230601,20231130,20231204,20231229,123,20,ok,,2,7,"[0.270696, 0.260449, 0.254199, 0.24742, 0.241869, 0.237105, 0.233336]","[0.268382, 0.266572, 0.268299, 0.268503, 0.270021, 0.271715, 0.274091]"
