experiment_id,feature_set,target_type,model_type,postprocess_type,train_corr,val_corr,train_mse,val_mse,train_r2,val_r2,daily_corr_mean,daily_corr_std,train_val_corr_gap,runtime_sec,random_seed,notes
Q00_baseline_ridge,"[""legacy""]",raw,ridge,none,0.04247005182291734,0.025802457259038757,4.189619775512764e-05,2.1018627503572315e-05,0.0018037057319616467,-0.023412541550415167,0.02265582835668992,0.008636866057079955,0.016667594563878584,38.475661516189575,42,quick baseline
Q01_full_tree_raw,null,raw,tree,none,0.4137434498815814,-0.13894413461264618,3.671953024647274e-05,2.3281592530043778e-05,0.125140204046171,-0.13359798485717933,-0.13813690790040456,0.02520454515012422,0.5526875844942276,62.00973629951477,42,quick full tree
Q02_common_residual,"[""base"", ""lag"", ""roll"", ""cross"", ""common_aggregate""]",common_plus_residual,common_residual,none,0.40888642704790734,-0.04726617670374416,3.806586722404333e-05,2.1441024395741324e-05,0.09306310268958029,-0.04397935909757478,-0.04585215757224049,0.02699931984373461,0.4561526037516515,61.82345128059387,42,quick common + residual
Q03_tree_regime,"[""base"", ""lag"", ""roll"", ""cross"", ""regime""]",raw,tree,none,0.4133284525178054,-0.13072659072812393,3.665553269924721e-05,2.3327481560733993e-05,0.12666497521648434,-0.13583235575128172,-0.12990801635471833,0.030137557903066,0.5440550432459293,58.62210035324097,42,quick regime tree
Q04_small_fusion,"[""oof_fusion_quick""]",raw,oof_fusion,"{""name"": ""clip_neutral_0.001_0.7"", ""clip_q"": 0.001, ""blend_alpha"": 0.7, ""blend_kind"": ""neutral""}",0.36286658072612665,-0.10457061591078971,3.940375171460814e-05,2.275995128192239e-05,0.06118738574633997,-0.10819888610885675,-0.10732998015135801,0.03151314709470855,0.46743719663691635,233.9934618473053,42,quick OOF fusion
Q05_soft_regime_ensemble,"[""main_tree"", ""regime_tree"", ""regime_score""]",interval_demean,tree_soft_regime,none,0.3052213242533466,0.08520609297330958,3.8061797860036164e-05,2.1882219326142295e-05,0.09316005716969145,-0.06546146704986966,0.08726042739079079,0.012027701143657178,0.220015231280037,155.37526321411133,42,quick soft gating ensemble
