experiment_name,model_type,feature_set,target_type,fold1_corr,fold2_corr,fold3_corr,fold4_corr,fold5_corr,rolling_corr_mean,rolling_corr_std,rolling_corr_min,stability_score,rolling_mse_mean,rolling_r2_mean,daily_corr_mean,daily_corr_std,是否进入下一阶段,原因
R00_ridge_legacy,ridge,"[""legacy""]",raw,0.02818117617905382,0.053388986913112134,0.04695149100985082,0.02773295741112742,0.02556922469312822,0.03636476724125448,0.011488479604485886,0.02556922469312822,0.028322831518114364,3.5100579613581224e-05,-0.006060889455788909,0.03825551988221528,0.027495631497596595,是,作为正式 rolling 候选保留
R01_ridge_legacy_plus_core,ridge,"[""legacy"", ""base"", ""lag"", ""roll"", ""cross""]",raw,0.04602712115676898,-0.01432552411028546,0.07173229002579677,0.01868270430908178,0.06397605519358386,0.03721852931498919,0.03157569448781391,-0.01432552411028546,0.015115543173519454,3.5646656785964804e-05,-0.02284045535072825,0.04400205052454803,0.03628079982244944,是,作为正式 rolling 候选保留
R02_ridge_legacy_plus_norm_core,ridge,"[""legacy"", ""norm_core""]",raw,0.03259938126120393,0.03926545863506561,0.07625988336429389,0.04560777725550121,0.046149927537138015,0.04797648561064053,0.014974879039922853,0.03259938126120393,0.03749407028269453,3.531464915742375e-05,-0.013921366018264237,0.051803063461418455,0.02702811802313415,是,作为正式 rolling 候选保留
R03_ridge_legacy_plus_patch_summary,ridge,"[""legacy"", ""patch_summary""]",raw,0.06124771051230123,-0.03645636057532015,0.06136199199010347,0.005967132933690867,0.042485595281067996,0.026921214028368678,0.03758328348726015,-0.03645636057532015,0.0006129155872865721,3.542718679507638e-05,-0.015013265396027986,0.030641874097143994,0.040039383074724724,是,作为正式 rolling 候选保留
R04_ridge_legacy_plus_cross_rank,ridge,"[""legacy"", ""cross_rank_features""]",raw,0.014107014896435933,0.031458529195312675,0.05248410978368657,0.03158239570964133,0.05482195820754219,0.03689080155852374,0.01510938337937492,0.014107014896435933,0.0263142331929613,3.518739915367986e-05,-0.008765474726308908,0.03474149255242424,0.022157682703860575,是,作为正式 rolling 候选保留
