experiment_name,base_experiment_id,max_train_days,model_type,feature_set,target_type,fold1_corr,fold2_corr,rolling_corr_mean,rolling_corr_std,rolling_corr_min,stability_score,rolling_mse_mean,rolling_r2_mean,daily_corr_mean,daily_corr_std,是否进入下一阶段,原因
R02_ridge_legacy_plus_norm_core_max_train_4,R02_ridge_legacy_plus_norm_core,4,ridge,"[""legacy"", ""norm_core""]",raw,0.04150421026501517,0.03691836370942015,0.03921128698721766,0.0022929232777975095,0.03691836370942015,0.037606240692759405,2.6988911486114375e-05,-0.03927797079086304,0.03928797482856445,0.021621165887813043,是,作为正式 rolling 候选保留
R02_ridge_legacy_plus_norm_core_max_train_80,R02_ridge_legacy_plus_norm_core,80,ridge,"[""legacy"", ""norm_core""]",raw,0.04289900993109793,0.009110310858129108,0.026004660394613518,0.01689434953648441,0.009110310858129108,0.014178615719074432,2.6037882889795583e-05,-0.003960669040679932,0.024866817730190373,0.029204923102620132,是,作为正式 rolling 候选保留
