weight_w0,weight_w1,weight_w2,rolling_corr_mean,rolling_corr_std,rolling_corr_min,rolling_mse_mean,rolling_r2_mean,daily_corr_mean,daily_corr_std,stability_score,experiment_name,model_type,feature_set,target_type,fold1_corr,fold2_corr,fold3_corr,fold4_corr,fold5_corr,是否进入下一阶段,原因
0.8,0.15,0.05,0.04717856425122121,0.014035836793482304,0.033148544290946505,3.501427869791009e-05,-0.0035042257606913594,0.05194004258586289,0.03164621561825722,0.0373534784957836,B0_ridge_legacy_plus_common_regime,restricted_fusion,"{""backbone"": ""B0_ridge_legacy"", ""common_expert"": ""B6_common_residual"", ""regime_expert"": ""B7_soft_regime"", ""weights"": {""w0"": 0.8, ""w1"": 0.15, ""w2"": 0.05}}",raw,0.05317696127827553,0.03759275312371411,0.07187951765093413,0.0400950449122358,0.033148544290946505,是,受限融合候选
0.7,0.15,0.15,0.04615610428571901,0.030871855095028877,-0.004263094319177077,3.5446811297767606e-05,-0.016033187603004716,0.05335130873086954,0.0351812389933979,0.024545805719198795,B8_ridge_legacy_plus_core_plus_common_regime,restricted_fusion,"{""backbone"": ""B8_ridge_legacy_plus_core"", ""common_expert"": ""B6_common_residual"", ""regime_expert"": ""B7_soft_regime"", ""weights"": {""w0"": 0.7, ""w1"": 0.15, ""w2"": 0.15}}",raw,0.05537237698784984,-0.004263094319177077,0.08552561084267721,0.02994559525542062,0.06420003266182445,是,受限融合候选
