experiment_name,model_type,feature_set,target_type,fold1_corr,fold2_corr,fold3_corr,fold4_corr,fold5_corr,rolling_corr_mean,rolling_corr_std,rolling_corr_min,stability_score,rolling_mse_mean,rolling_r2_mean,daily_corr_mean,daily_corr_std,是否进入下一阶段,原因
B8_ridge_legacy_plus_core,ridge,"[""legacy"", ""base"", ""lag"", ""roll"", ""cross""]",raw,0.04602712115676898,-0.01432552411028546,0.07173229002579677,0.01868270430908178,0.06397605519358386,0.03721852931498919,0.03157569448781391,-0.01432552411028546,0.015115543173519454,3.5646656785964804e-05,-0.02284045535072825,0.04400205052454803,0.03628079982244944,是,作为正式 rolling 候选保留
